start_dates,end_dates,changes
2000.0,2001.0,0.3705258618555617
2001.0,2002.0,-0.3070070498935514
2002.0,2003.0,-1.2859863528499786
2003.0,2004.0,-1.5816633780124076
2004.0,2005.0,-2.4619022051780592
2005.0,2006.0,-2.7695048944302068
2006.0,2007.0,-0.6472329547886849
2007.0,2008.0,0.29436317159543113
2008.0,2009.0,1.0742074293211155
2009.0,2010.0,-1.8409386137271275
2010.0,2011.0,-1.8410246444614369
2011.0,2012.0,-0.12415960447825362
2012.0,2013.0,-0.018401531255862157
2013.0,2014.0,-0.5516197398382917
2014.0,2015.0,-0.23979547809225218
2015.0,2016.0,-1.6897583338338864
2016.0,2017.0,-2.36942463411635
2017.0,2018.0,-0.645752244686762
2018.0,2019.0,-0.10081187923061846
2019.0,2020.0,-0.9009579941945178
2020.0,2021.0,-0.5626949301551217
2021.0,2022.0,0.09492495706609926
2022.0,2023.0,0.0057083128047792754
2023.0,2024.0,-2.3020962323277
