Run,Region,RelDiffPct,AbsDiffGt,Corr,AbsRelDiffPct,AbsAbsDiffGt
including_Harig_Group,Central Asia,-32.763032844119955,-82.44072640999207,0.8452173913043477,32.763032844119955,82.44072640999207
including_Harig_Group,W. Canada & US,24.155152455395733,53.58751759786571,0.9556521739130434,24.155152455395733,53.58751759786571
including_Harig_Group,Southern Andes,3.669440592648391,23.146433932028685,0.9878260869565217,3.669440592648391,23.146433932028685
including_Harig_Group,New Zealand,31.878180680043634,6.372731670539546,0.13130434782608694,31.878180680043634,6.372731670539546
including_Harig_Group,Alaska,0.0,0.0,0.9999999999999999,0.0,0.0
including_Jacob_2012_dmdt,W. Canada & US,100.0,221.84715123127046,,100.0,221.84715123127046
including_Jacob_2012_dmdt,Central Asia,26.639169060900414,67.03141491168037,0.9817391304347826,26.639169060900414,67.03141491168037
including_Jacob_2012_dmdt,South Asia W.,45.65762259531546,61.4837779056451,0.9165217391304347,45.65762259531546,61.4837779056451
including_Jacob_2012_dmdt,Scandinavia,146.62171354658895,58.69634718127966,0.9913043478260868,146.62171354658895,58.69634718127966
including_Jacob_2012_dmdt,Low Latitudes,-263.574355068875,-53.77181198706705,0.9069565217391303,263.574355068875,53.77181198706705
including_Sasgen_AWIarc_RL01_2,W. Canada & US,-64.49353153599272,-143.07706244104088,0.826086956521739,64.49353153599272,143.07706244104088
including_Sasgen_AWIarc_RL01_2,New Zealand,387.41937726326734,77.44857713325919,-0.348695652173913,387.41937726326734,77.44857713325919
including_Sasgen_AWIarc_RL01_2,Central Asia,28.579102880326968,71.91281749799614,0.7634782608695652,28.579102880326968,71.91281749799614
including_Sasgen_AWIarc_RL01_2,Scandinavia,162.18176584252683,64.9254261466611,0.7182608695652173,162.18176584252683,64.9254261466611
including_Sasgen_AWIarc_RL01_2,North Asia,178.27015935616845,57.98138447598684,0.3095652173913043,178.27015935616845,57.98138447598684
including_Treichler_ICESat,South Asia W.,12.065249895491117,16.247388777237717,0.9286956521739129,12.065249895491117,16.247388777237717
including_Treichler_ICESat,Central Asia,4.2809112977027235,10.771940398756271,0.917391304347826,4.2809112977027235,10.771940398756271
including_Treichler_ICESat,South Asia E.,-1.594921053215519,-2.8153627557958885,0.8173913043478259,1.594921053215519,2.8153627557958885
including_Treichler_ICESat,Alaska,0.0,0.0,0.9999999999999999,0.0,0.0
including_Treichler_ICESat,W. Canada & US,0.0,0.0,0.9999999999999999,0.0,0.0
including_WGMS-mean_ba,Alaska,0.31526999162640346,4.646637972506824,0.9991304347826085,0.31526999162640346,4.646637972506824
including_WGMS-mean_ba,Antarctic & Sub.,-1.0064683365896576,-4.304259345023979,0.9982608695652172,1.0064683365896576,4.304259345023979
including_WGMS-mean_ba,W. Canada & US,-1.7336682501412768,-3.8460936247394386,0.997391304347826,1.7336682501412768,3.8460936247394386
including_WGMS-mean_ba,South Asia W.,-1.0801082148948478,-1.4545026618506256,0.9939130434782607,1.0801082148948478,1.4545026618506256
including_WGMS-mean_ba,Southern Andes,0.16689769696259177,1.0527726007860565,0.9956521739130434,0.16689769696259177,1.0527726007860565
including_Wouters,North Asia,118.6245797185827,38.58198921123869,0.35130434782608694,118.6245797185827,38.58198921123869
including_Wouters,W. Canada & US,-16.42085562616988,-36.42920041445768,0.6947826086956521,16.42085562616988,36.42920041445768
including_Wouters,Central Asia,8.222378003679509,20.689745624771604,0.5791304347826086,8.222378003679509,20.689745624771604
including_Wouters,Central Europe,32.6205515918757,15.439276450600204,0.6130434782608695,32.6205515918757,15.439276450600204
including_Wouters,Scandinavia,25.971605041121194,10.397084507297983,0.6191304347826087,25.971605041121194,10.397084507297983
including_most,Scandinavia,111.76521499090202,44.74241708962053,0.7460869565217391,111.76521499090202,44.74241708962053
including_most,North Asia,132.5941517431545,43.125515337242916,0.33826086956521734,132.5941517431545,43.125515337242916
including_most,South Asia W.,-30.969496815646707,-41.70435418724958,0.6991304347826087,30.969496815646707,41.70435418724958
including_most,W. Canada & US,-16.03043119795677,-35.56305494275591,0.8626086956521738,16.03043119795677,35.56305494275591
including_most,New Zealand,139.7981216331077,27.946887124928168,0.013043478260869565,139.7981216331077,27.946887124928168
including_most_except_WGMS_and_UHZ,South Asia W.,-33.38769752667649,-44.960768056321314,0.6895652173913043,33.38769752667649,44.960768056321314
including_most_except_WGMS_and_UHZ,Scandinavia,111.91132375561975,44.80090809052794,0.7460869565217391,111.91132375561975,44.80090809052794
including_most_except_WGMS_and_UHZ,North Asia,132.39394045759582,43.06039772268345,0.3878260869565217,132.39394045759582,43.06039772268345
including_most_except_WGMS_and_UHZ,W. Canada & US,-14.63212095638906,-32.460943506462854,0.868695652173913,14.63212095638906,32.460943506462854
including_most_except_WGMS_and_UHZ,New Zealand,139.63820984389798,27.914919336872195,0.013043478260869565,139.63820984389798,27.914919336872195
